movieId,bag_of_words
62,"mr,holland,opu,drama,stephenherek,richarddreyfuss,glenneheadly,jaythomas,olympiadukakis,glennheadli,jaythoma,olympiadukaki,williammaci,educ,schooldrama,emot,musician,richarddreyfuss,mdewint,highschoolmusicteacher,protagonistteacher,stupid,deaf,johnlennon,stephenherek,famili,clv,nofagan,seen,inspirteacher,music,inspir,move,music,teacher,tear,feelgood,sappi,band,cheesi,privatlife,compos,highschool,classicmusic,beatl,emot,johnlennon,apprentic,deafmut,disabl,mentor"
63,"dont,menac,south,central,drink,juic,hood,comedy,crime,parisbarclay,shawnwayans,marlonwayans,keenenivorywayans,traceycherellejones,slang,racism,hiphop,gangster,gang,date,socialsatir,parodi,hood,goofi,ghetto,funni10lessfunnino,wayanbrother,cousin"
64,"two,sea,comedy,romance,billbennett,sandrabullock,denisleary,stephendillane,yaphetkotto,billbennett,thief,sandrabullock,paint,island,seasick"
65,"biodom,comedy,jasonbloom,paulyshore,stephenbaldwin,williamatherton,denisedowse,cantrememb,nostalgiacritic,jasonbloom,stupidmovi,stephenbaldwin,vegetarian,funni,paulishore,biotop,goldenraspberriworstactor,pollishore,stupid,buddicomedi,pollut"
66,"lawnmow,man,2,beyond,cyberspac,action,sci-fi,thriller,farhadmann,patrickbergin,mattfrewer,austino'brien,elypouget,cyberpunk,1990,virtualrealiti,swordfight,hacker,imdbbottom100,crap,comput"
68,"french,twist,gazon,maudit,comedy,romance,josianebalasko,victoriaabril,josianebalasko,alainchabat,tickyholgado,vh,queer,nuditifullfrontal,bisexu,womandirector,van,southernfranc,menagtroi,lovetriangl,estatagent,nuditifullfrontalnotabl,polyamori"
69,"friday,comedy,f.garygray,icecube,christucker,nialong,tommy'tiny'lister,stupidlastcomment,garigray,comedi,stoner,greatsoundtrack,ghetto,chritucker,urban,silli,wire50greatestsoundtrack,rapmusic,rapper,bobola,comedineedsee,friendship,bgablrc,icecube,job,parentchildrelationship,funni"
70,"dusk,till,dawn,action,comedy,horror,thriller,robertrodriguez,harveykeitel,georgeclooney,juliettelewis,quentintarantino,hostagsituat,bankrobberi,holiwater,extremviolenc,danc,crucifix,convenistore,boaconstrictor,bankrobber,snake,whip,tattoo,snake,sexoffend,seeplanetterror,preacher,pervert,mexicanamericanborder,road,priest,showdown,shoplist,action,clv,bdvideo,ntfinish,mixgenr,genrmix,diablo,cheechmarin,seencinema,seebgradehorror,styliz,funni,unrealist,nuditi,terriblend,stripper,sieg,siblrelationship,recreatvehicl,motorhom,sheriff,cdon,sexualviolenc,intens,horror,brother,twistend,quentintarantino,cultfilm,cultclassic,badsgood,robertrodriguez,georgclooney,vampir,senseless,plottwist,mexico,hostag,gore,absurd,nudititoplessbrief,splatter,frontier,footfetish,bouncer,biker,bat,bar,bloodi,kid,stripper,harveykeitel,dannitrejo,greatusemusic,juliettlewi,betterfirsthalf,salmahayek,barbrawl,goodpremis,campi,violenc,vampir,btaeg,tarantino"
71,"fair,game,action,andrewsipes,williambaldwin,cindycrawford,stevenberkoff,christophermcdonald,run,policdetect,pizza,sex,machingun,kidnap,kgb,policprotect,miami,policstation,womanlawyer,remak,roguagent,russian,sadism,sadist,shootout,swatteam,underwatscene,hostag,psychopath,heldgunpoint,parkgarag,gunfight,handcuff,comedi,protectwoman,sexual,nudititopless,basenovelbook,carchase,carcrash,chase,computhacker,bomb,cultfilm,damseldistress,detect,doublcross,fbi,fbiagent,footchase,fugit,conspiraci,grenadlauncher"
72,"kick,scream,comedy,drama,noahbaumbach,joshhamilton,ericstoltz,samuelgould,catherinekellner,dialogu,liter,longtake,talki,witti,wri,underst,whitstillman,cinematographi,wist,bore,unemot,whitstillmanmeetdiner,noahbaumbach,colleg,underr,chrieigeman,comingofag,quotabldialogu,badwhitstillman,criterion,fave,noahbaumbach"
73,"le,drama,war,claudelelouch,jean-paulbelmondo,michelboujenah,alessandramartines,jewish,claudlelouch,love,changbookmuch,opera,foreignlanguag,worldwarii,basebook,nun,lawyer,jewish,boxer,authorvictorhugo,adaptbook,pari"
74,"bed,rose,drama,romance,michaelgoldenberg,christianslater,marystuartmasterson,pamelaadlon,joshbrolin,predict,maristuartmasterson,romanc,florist,girlimovi,stalkerish,poorwrite,chickflick,bitsweet,familirelationship"
75,"big,bulli,comedy,drama,steveminer,rickmoranis,tomarnold,juliannephillips,carolkane,bulli,goldenraspberriworstactor,steveminer"
76,"screamer,action,sci-fi,thriller,christianduguay,peterweller,roydupuis,jenniferrubin,andrewlauer,manvsmachin,badsgood,seebgradehorror,technologsingular,robot,strugglsurviv,planet,alienplanet,artificiintellig,scifi,nudititopless,horror,futur,postapocalypt,philipdick,postapocalypt"
77,"nico,icon,documentary,susanneofteringer,velvetunderground,perform,biopic,enigmat,music"
78,"cross,guard,action,crime,drama,thriller,seanpenn,jacknicholson,davidmorse,anjelicahuston,robinwright,tragedi,seanpenn,jacknicholson,suspens,nudititopless,lossloveone,independfilm,hitandrun,nudititopless,reveng"
79,"juror,drama,thriller,briangibson,demimoore,alecbaldwin,josephgordon-levitt,jamesgandolfini,briangibson,mafia,nudititopless,son,trial,courtroom,courtcase,blackmail,nudititopless,juror"
80,"white,balloon,badkonak,sefid,children,drama,jafarpanahi,aidamohammadkhani,mohsenkafili,fereshtehsadreorafaiy,annaborkowska,siblrelationship,jafarpanahi,fish,celebr,tehran,tailor,soldier,snake,shopestablish,children,newyearseve,money,goldfish,girl,culturcustomtradit,lostclassic,differ,dvr"
81,"thing,denver,your,dead,crime,drama,romance,garyfleder,andygarcia,christopherwalken,christopherlloyd,williamforsythe,reveng,violenc,underr,colorado,noirish,stylish,gangster,hit,denver,assassin,mobster,organcrime,sacrific,detroit,psychopath,parentchildrelationship,waylife,murder,paranoia,recommendztoppick,blood,boat,coffin,denver,diner,bountihunter,friendship,gangster,godmoth,hitman,illegprostitut,independfilm,mafia,extramaritaffair"
82,"antonia,line,antonia,comedy,drama,marleengorris,willekevanammelrooy,jandecleir,veerlevanoverloop,elsdottermans,nuditifullfrontal,univers,villag,villaglife,widow,womandirector,worldwarii,torontofilmfestivwinner,mathematician,netflix,nofagan,fantasi,marleengorri,jnetflix,25,bechdeltestpass,oscarbestforeignlanguagfilm,torontofilmfestivwinner1995,suicid,underdog,rightjustic,singl,femin,intellectu,lesbian,mathemat,nuditifullfrontal,strongwoman,familihistori,freelove,domestviolenc,homosexu,indiansummer,lossloveone,mentaldisabl,parentchildrelationship,peasant,philosophi,rape,freedom"
83,"upon,time,color,drama,romance,timreid,alfreemanjr.,phyliciarashad,leon,paulakelly,racism,3,timreid,segreg,mississippi,africanamerican,basebook,ruralset,racialsegreg,familirelationship,biographi"
85,"angel,insect,drama,romance,philiphaas,markrylance,kristinscottthomas,patsykensit,jeremykemp,scientist,darwin,secret,compel,nuditifullfrontal,basebook,philiphaa,prospectprefer,victorianengland,richwomanpoorman,19thcenturi,insect,naturalist,adapt,victorian,nuditifullfrontalnotabl,byatt,baseshortstori,classsocieti,incest,see"
86,"white,squall,action,adventure,drama,ridleyscott,jeffbridges,carolinegoodall,johnsavage,scottwolf,sailboat,fratern,malenuditi,melodramat,ocean,ridleyscott,ryanphillipp,sappi,whitesquall,storm,long,zeljkoivanek,drown,ensemblcast,oceanadventur,clv,shipwreck,cubanmissilcrisi,ethanembri,subjectstrong,histori,badscript,1960,caribbean,comeage,diari,disciplin,malebond,sail,educ,sailtrip,seasick,shipcaptain,squall,stormsea,surviv,teenagboy,sail"
87,"dunston,check,children,comedy,kenkwapis,jasonalexander,fayedunaway,ericlloyd,ruperteverett,ruperteverett,kenkwapi,orangutan,hotelmanag,bulli,boss,nice,chimpanze,fistfight"
88,"black,sheep,comedy,penelopespheeris,chrisfarley,davidspade,timmatheson,christineebersole,chrifarley,femaldirector,snl,penelopspheeri,comedi,chrifarley,saturdaynightlive,polit,politsatir,nitrouoxid,doublact,crookpolitician,candidcamera,easiliconfusmovititl,ba,womandirector"
89,"nick,time,action,thriller,johnbadham,johnnydepp,christopherwalken,courtneychase,charless.dutton,johnbadham,dvr,time,vietnamwarveteran,widows/widow,boor,assassin,polit,trainstation,hostag,wristwatch,governor,loangel,conspiraci,johnnidepp,blackmail,christophwalken,courtneychase,gloriareuben,elev,marshamason,romamaffia,suspens,synchron,childperil,kidnap"
92,"mari,reilli,drama,horror,thriller,stephenfrears,juliaroberts,johnmalkovich,georgecole,michaelgambon,servant,johnmalkovich,relatdjekylmhyde,robertsbangmovi?grr,cantrememb,monster,jekylhyde,housemaid,19thcenturi,jekylhyde,laboratori"
93,"vampir,brooklyn,comedy,horror,romance,wescraven,eddiemurphy,angelabassett,allenpayne,kadeemhardison,clv,wecraven,unfunny,1990,vampir,halfvampir,vampir,angelabassett"
94,"beauti,girl,comedy,drama,romance,teddemme,mattdillon,timothyhutton,noahemmerich,annabethgish,greatfriend,romanc,smalltown,friendshiprelat,gohomeagain,groupguyfriend,friendship,real,lolita,teddemm,girlblossom,clv,returnhomegroupfriend,comedi,drama,hometown,nataliportman,humor,violenc,mattdillon,smalltownfun,portman,beauti,believ,believcharact,love,umathurman,comeage,guymovi,atmospher"
95,"broken,arrow,action,adventure,thriller,johnwoo,johntravolta,christianslater,samanthamathis,delroylindo,humve,captain,countdown,explos,fistfight,gunfight,helicopt,major,want,river,underground,actionpack,foqam,watch,canyon,clv,mexicanstandoff,abandonmine,train,utah,johntravolta,betray,box,desert,militari,nuclearbomb,writergrahamyost,nucleardevic,parkranger,stealthaircraft,johnwoo,action,airforc,christianslater,markgordonproduct,r,scope,pilot"
96,"bleak,midwint,comedy,drama,kennethbranagh,michaelmaloney,richardbriers,hettacharnley,joancollins,play,kennethbranagh,hamlet,actor,theater,christma"
97,"hate,hain,la,crime,drama,mathieukassovitz,vincentcassel,abdelahmedghili,daylife,90,french,xenophobia,violenc,unemploy,suburb,skinhead,robberi,hiphop,reveng,policoffic,policbrutal,neonazi,socialdeprivfamili,friendship,vincentcassel,pari,gun,bdr,35,mathieukassovitz,classic,classiqu,grow,omin,frenchfilm,verlan,amaz,moltavorrida,blancnegr,erlendsdvd,mathieukassovitz,criterion,french,breakdanc,realist,socialcommentari,angri,blackwhite,bleak,confront,cynic,disturb,drug,ghetto,captur,stillrelev,pari,stillcurrent,classconflict,gritti,cannbestdirector,boredom,arabian,bite,vincentcassel,directormathieukassovitz,tumeysdvd,missgun,memasasmovi,riot,racism,r,coproduct,comundocument"
99,"heidi,fleiss,hollywood,madam,documentary,nickbroomfield,nickbroomfield,ninaxiningzuo,corinnebohrer,prostitut,narrat,hollywood"
100,"citi,hall,drama,thriller,haroldbecker,alpacino,johncusack,bridgetfonda,dannyaiello,wardrug,haroldbecker,polit,alpacino,clv,undercovagent,mayor,presidentielect,polic,investig,drug,drugdealer,corrupt,undercov"
101,"bottl,rocket,adventure,comedy,crime,romance,wesanderson,lukewilson,owenwilson,neddowd,sheafowler,deadpan,styliz,torent,owenwilson,need,owenwilson,lukewilson,humor,texa,siblrelationship,talki,crimegoneawri,wist,directoridebut,friendship,heist,love,mentalill,slow,thiev,dvdvideo,nadysku,unlikcrimin,actdebut,seen,tv,weanderson,nothgoeright,offbeatcomedi,sweet,billmurray,quirki,greatsoundtrack,crime,burglar,criterion,escapad,motel,languagbarrier,theater,rent,independfilm,siblrelationship,robberi,theft,nervoubreakdown,maid,laundriroom,psychiatrhospit"
102,"mr,wrong,comedy,nickcastle,ellendegeneres,billpullman,joancusack,deanstockwell,oneworstever,stupid,nickcastl"
103,"unforgett,mystery,sci-fi,thriller,johndahl,rayliotta,lindafiorentino,petercoyote,christophermcdonald,suspens,forgett,wifehusbandrelationship,polic,memori,gunman,forens,experi,murder"
104,"happi,gilmor,comedy,dennisdugan,adamsandler,christophermcdonald,juliebowen,francesbay,disqualifi,sportcoordinmarkelli,onebestsandlermovie,lossloveone,sport,tax,sophmor,funni,nofagan,golf,hockeyplayergolf,foqam,clv,adamsandler,funni,goofi,underdog,regonnadieclown,hilari,sport,adamsandler,bobbarker,carlweather,christophmcdonald,testtag,dennidugan,divx1,filmbc,comedi,haha,hayaomiyazaki,hockey,recommendztoppick,seen,setgolfcours,sportgolf,golf"
105,"bridg,madison,counti,drama,romance,clinteastwood,clinteastwood,merylstreep,anniecorley,victorslezak,passion,adaptbook,tragicromanc,iowa,bechdeltestpass,romanc,chickflick,bdr,bittersweet,basebook,favouritfilm,clinteastwood,reallife,basebook,deliber,lyric,tearjerk,wist,seen2011,warm,merylstreep,book,wifehusbandrelationship,sentiment,bookadapt,affair,lovestori,adulteri,basenovelbook,bridg,housewif,iowa,lovefirstsight,heartwarm,loveoneslife,marriagcrisi,motherrole,nationgeograph,peasant,photograph,photographi,secretlove,unsoci,loveletter"
106,"nobodi,love,keiner,liebt,mich,comedy,drama,mariaschrader,pierresanoussi-bliss,michaelvonau,elisabethtrissenaar,womandirector,voodoo,singl,propheci,falllove,richman"
107,"muppet,treasur,island,adventure,children,comedy,musical,timcurry,billyconnolly,jennifersaunders,kevinbishop,treasur,comeage,music,muppet,robertlouistevenson,basetvshow,treasurhunt,puppet,piratgang,island,childhood,puppet,talkanim,timcurri,basebook,billiconnolli,davidgoelz,billconnolli,jennifsaunder,muppet,pirat,stevewhitmir,franchis"
108,"catwalk,documentary,robertleacock"
110,"braveheart,action,drama,war,melgibson,melgibson,sophiemarceau,patrickmcgoohan,angusmacfadyen,watchmovi20timeilove,gooddialogu,essenti,favoritmen,rolemodel,love,actionpack,nice,kilt,ntrememb,blue,endrock,rewatchworthi,shokescene,afi100cheer,afi100thrill,courag,historepic,oscar,openlibiasagainbritish,nudititopless,inspirend,histori,wantseeagain,actordirector,melgibsongrade,oscarwinner,biopic,oscarnominebestpictur,oscarnominebestpictur1995,scottish,oscarwinnerbestpictur,betray,polit,melgibsonneedmakelikethi,biographi,brutal,viscer,slow,bakerviu,braveri,cavalricharg,period,netflixstream,bestwarfilms,1,want,faith,loyalti,moral,shitstick,romanti,upris,bdvideo,dvdvideo,devot,divx,flashi,heroic,romanc,evericlichbook,adventur,breathtak,hero,stir,visual,factual,own,jamehorner,goldenglobewinner,highliquotabl,greatperform,bloodsh,hairstyle,violenc,britain,earnest,forc,lavish,passion,poignant,sweep,guiltipleasur,gibson,baddirect,warfield,histori,oscarbestcinematographi,oscarbestdirect,scotland,own,beautisceneri,drama,england,freedom,historinaccur,basetruestori,greathistori,thrill,independ,patriot,patriot,long,evangel,scottishindepend,inspir,british,violent,greatmovi,epic,mediev,overr,oscarbestpictur,inspir,war,histor,biographi,action,nudititopless,mediev,gore,masturbatorigarbag,long,classic,reveng,swordfight,melgibson,warstrategi,melgibson,sexualassault,ericsdvd,tumeysdvd,battl,falshistori,familiclan,highland,ideal,dvd,loveenemi,legend,revolt,revolut,scotland,scottishhighland,tyranni,unitkingdom,rape,individu,stupidlovestori,kilt,movikid,sexualviolenc,bullshithistori,tribal,imdbtop250,adult,sadpartquitshock,battl,heroism,greatactiontearjeker,pompou,adventur,bestmovievermade,memasasmovi,guerra,directormelgibson,writerrandalwallac,act,stori,selfimport,patriot"
111,"taxi,driver,crime,drama,thriller,martinscorsese,robertdeniro,jodiefoster,cybillshepherd,albertbrooks,k,psychopath,cameomartinscorses,cinematographmichaelchapman,setnyc,mindblow,ideolog,psychopathhero,boring,5star,newhollywood,insan,vigilat,loner,taxi,obsess,misanthrop,illegprostitut,drugdealer,tumeysseeagain,tumeysdvd,dvd,scorces,serialkiller,afi100,plot,vietnamveteran,afi100moviquot,afi47,bficlassic,charact,cantrememb,newyorkciti,zassania,clv,betamax,bdvideo,act,gritti,dark,moralend,antipedophilia,bernardherrmann,unrequitlove,prostitut,menac,lurid,assassinplot,peterboyl,harveykeitel,cultfilm,atmospher,prostitut,goodthriller,pedophilia,bibliothek,afi100thrill,vietnamwarveteran,filmtheoricritic,posttraumatstressdisord,deconstruct,disturb,loneli,obsessquest,jodifoster,grim,assassin,slow,psychopath,forc,viscer,charactstudi,masterpiec,socialcommentari,classic,mentalill,dark,martinscorses,cultfilm,bore,robertdeniro,psycholog,newyorkciti,atmospher,ohsoso,taxidriver,robertdeniro,rewatch,prostitut,antihero,nationfilmregistri,movitheatr,mohawk,memasasmovi,classic,oscarnominebestpictur,anomi,alien,neonoir,gopostal,bestpictur,deniro,overr,violent,gun,vigilant,imdbtop250,insan,killerasprotagonist?,nihil,goldenpalm,presidentielect,vigilant,cybilshepherd,newyork,movisee,paranoid"
112,"rumbl,bronx,hont,faan,kui,action,adventure,comedy,crime,stanleytong,jackiechan,anitamui,billtung,supermarket,jackichan,dub,stereotyp,funni,wed,india,kungfu,rutgerhauer,stanleytong,newyork,clv,dummi,gangwar,martialart,duringcreditssting,disablchild,diamond,bronx,newyorkciti,obscen,mixmarriag,hongkong,kungfu,baddub,amazfightchoreographi,jackichan,fightscene,gang"
113,"after,drama,mystery,barbetschroeder,merylstreep,liamneeson,edwardfurlong,juliaweldon,teenag,mysteri,murder,massachusett,cover"
116,"ann,frank,rememb,documentary,jonblair,kennethbranagh,glennclose,jonblair,kennethbranagh,shoah,oscardocumentari,victim,typhu,rabbit,prejudic,interview,25,fascism,burglari,auschwitz,pg,holocaust,bbcproduc,germani,biographi,holocaust,jew,nazi,glennclose,truestori,worldwarii,wwii,antisemit,archivfootag,oscarbestdocumentarifeatur"
117,"young,poison,handbook,crime,drama,benjaminross,hugho'conor,antonysher,tobiasarnold,ruthsheen,stepmother,benjaminross,murder,cool,awesom,truestori,dysfunctfamili,teenag,socialmisfit,psychiatrist,serialkiller,poison,murder,mentalinstitut,londonengland,basetruestori,disturb,see"
118,"luci,fell,comedy,romance,ericschaeffer,sarahjessicaparker,ericschaeffer,benstiller,ellemacpherson,singl,roommat,love,clv,brooklynbridg,bestfriend,independfilm"
119,"steal,big,steal,littl,comedy,andrewdavis,andygarcia,alanarkin,rachelticotin,joepantoliano,estat,lawyer,santabarbaracalifornia,siblrelationship,twinbrother"
121,"boy,st,vincent,drama,johnn.smith,henryczerny,johnnymorina,briandooley,philipdinn,truestori,paedophilia,pedophil,johnsmith,gutwrench,heartbreak,religion,basetruestori,policcorrupt,see,madetv,cover,corrupt,christian,catholicism,1970,childabus,sexualabus,orphan"
122,"boomerang,comedy,romance,reginaldhudlin,eddiemurphy,robingivens,halleberry,davidalangrier,success,clv,cantrememb,woman,rolewomen,casanova,ladiman,chefin,date,nudititoplessbrief,ladykil"
123,"chungk,express,chung,hing,sam,lam,drama,mystery,romance,kar-waiwong,brigittelin,takeshikaneshiro,tonychiu-waileung,fayewong,romanc,hongkong,girlfriend,flightattend,expirdate,exgirlfriend,tonileungchiuwai,criterion,takeshikaneshiro,greatact,faywong,chungkmansion,idiot,drugsmuggl,snackbar,wongkarwai,cinematographi,time,script,lovestori,love,hongkong,excel,nan,90nostalgia,nocturn,mistakenident,briefencount,wongkarwai,plotlight,shakicam,oppositattract,ticket,breakupdivorc,stewardess,scenic,loneli,hongkong,narrat,melancholi,lyric,urban,sunglass,reflect,dreamlik,wongkarwai,good,styliz,amelieesqu,fanci,airport,goodmusic,obsess,smuggl,pineappl,dvr,shoplist,movielenquickpick,birthday,may1,jukebox,jog,iron,indian,foggi,cop,librarivh"
